Fan,FanHours,Refrigerator,RefrigeratorHours,AirConditioner,AirConditionerHours,Television,TelevisionHours,Monitor,MonitorHours,MotorPump,MotorPumpHours,Month,City,UnitsConsumed,ElectricityBill
8,2,1,24,2,3,0,0,2,10,0,0,9,Kolkata,438.0,2685.0
8,0,1,24,2,6,3,0,2,5,0,0,10,Hyderabad,660.0,4450.0
4,15,2,24,0,0,2,7,2,7,0,0,10,Hyderabad,409.8,2198.2
1,11,1,24,2,2,2,8,3,5,0,0,10,Mumbai,378.75,3561.75
5,5,0,0,0,0,1,8,2,3,1,1,7,Ratnagiri,109.95,526.99
4,1,2,24,1,4,3,2,2,4,0,0,5,Kolkata,432.6,2644.5
1,10,2,24,1,2,3,6,0,0,1,2,7,Faridabad,427.5,2014.88
4,4,0,0,0,0,1,3,3,0,0,0,3,Faridabad,45.0,99.0
0,0,0,0,3,8,2,6,1,7,0,0,7,New Delhi,1124.4,6795.2
2,8,0,0,3,7,2,3,0,0,1,0,5,Nagpur,999.0,11821.8
4,2,1,24,1,5,3,1,0,0,1,3,4,New Delhi,427.5,1678.75
4,5,0,0,1,4,1,5,3,4,1,0,10,Nagpur,254.4,2007.6
3,10,2,24,1,3,2,5,0,0,1,1,4,Gurgaon,471.0,2295.45
5,7,0,0,2,1,3,3,2,3,0,0,7,Dahej,202.95,802.54
3,4,2,24,2,10,3,7,1,5,0,0,3,Dahej,1212.0,6004.9
6,1,2,24,0,0,2,4,2,4,1,1,2,Ahmedabad,285.6,1187.62
3,7,0,0,0,0,2,5,1,8,0,0,4,Hyderabad,86.85,225.81
0,0,0,0,2,7,1,8,2,1,0,0,12,Ratnagiri,656.4,7299.48
4,7,0,0,1,1,2,8,0,0,0,0,10,Ahmedabad,156.0,603.0
8,12,0,0,0,0,2,4,1,2,1,2,9,Mumbai,287.4,2345.85
6,11,2,24,1,8,0,0,1,0,0,0,4,Vadodara,724.5,3469.9
2,7,2,24,1,3,2,7,1,2,0,0,12,Gurgaon,426.9,2011.0
2,16,1,24,0,0,0,0,3,3,0,0,6,Mumbai,190.8,1355.7
0,0,0,0,2,5,0,0,1,3,1,2,1,Ratnagiri,498.6,5215.68
8,10,1,24,3,3,0,0,2,6,1,0,3,Hyderabad,707.4,4876.6
4,10,2,24,0,0,3,4,2,3,0,0,2,Navi Mumbai,349.2,3153.96
3,4,0,0,1,1,1,1,1,9,1,3,10,Mumbai,153.3,971.33
6,11,2,24,1,6,3,5,2,3,0,0,10,Pune,686.7,7699.44
2,15,1,24,3,1,2,0,2,4,1,2,6,Pune,365.1,3373.38
1,11,0,0,1,8,3,8,1,8,0,0,9,Noida,466.35,2806.28
1,10,1,24,3,7,0,0,2,7,1,2,8,Chennai,1137.3,4873.8
0,0,2,24,3,9,1,5,1,7,0,0,4,Faridabad,1454.4,9258.74
6,16,0,0,1,8,3,8,2,4,1,3,7,Gurgaon,725.1,4080.71
4,10,0,0,1,8,1,1,0,0,0,0,1,Mumbai,453.0,4586.4
7,2,0,0,2,2,1,7,3,1,1,3,7,Navi Mumbai,303.6,2524.68
1,6,0,0,3,0,0,0,1,0,0,0,11,Kolkata,13.5,60.75
5,6,2,24,2,6,3,2,2,6,0,0,6,Faridabad,855.9,5009.39
3,15,2,24,3,2,1,1,3,2,1,2,1,Nagpur,642.45,7115.34
4,13,1,24,0,0,3,4,3,2,1,3,12,Ahmedabad,335.7,1448.14
8,16,1,24,1,3,0,0,2,10,0,0,5,Kolkata,555.0,3562.5
8,14,2,24,1,4,3,7,2,2,0,0,2,Gurgaon,715.8,4014.68
0,0,2,24,2,0,3,3,0,0,0,0,10,Dahej,243.0,972.75
4,2,1,24,1,6,1,7,3,8,0,0,5,Shimla,445.8,1715.36
1,2,2,24,1,7,1,6,3,3,0,0,10,Mumbai,564.3,6083.76
0,0,1,24,0,0,0,0,0,0,0,0,2,Navi Mumbai,108.0,507.0
6,2,2,24,1,1,2,5,1,5,1,3,8,Gurgaon,391.5,1782.68
0,0,0,0,2,6,2,0,1,6,0,0,1,Noida,547.2,3348.32
6,1,1,24,2,8,1,8,1,4,0,0,4,Pune,870.3,10122.96
2,12,1,24,1,0,3,1,3,8,1,1,8,Mumbai,222.3,1678.58
3,7,2,24,2,7,2,7,2,8,0,0,2,Faridabad,954.45,5709.1
3,4,2,24,3,6,2,2,1,2,0,0,3,Kolkata,1067.4,7405.5
1,8,2,24,1,5,2,0,2,1,0,0,1,Chennai,461.4,934.2
5,10,0,0,2,6,2,4,1,5,0,0,3,Gurgaon,682.5,3778.25
4,16,0,0,0,0,1,8,1,3,0,0,7,New Delhi,171.6,514.8
1,12,0,0,3,3,2,7,2,4,0,0,11,Ratnagiri,483.6,5008.68
4,3,1,24,1,2,2,0,2,5,0,0,7,Nagpur,237.0,1829.25
5,4,1,24,1,0,3,1,1,2,0,0,5,Nagpur,164.4,1085.1
3,9,2,24,2,8,3,4,3,7,1,3,5,Noida,1125.45,7309.33
1,10,0,0,2,1,0,0,1,0,1,1,6,Faridabad,135.0,360.75
3,16,0,0,2,5,1,0,3,6,0,0,8,Chennai,579.6,1527.6
6,8,0,0,3,6,3,3,0,0,1,0,6,Mumbai,945.0,11109.0
7,10,1,24,1,5,3,4,2,4,1,1,12,New Delhi,558.6,2530.9
1,13,1,24,0,0,1,3,3,0,1,0,10,Navi Mumbai,146.25,899.06
4,7,0,0,3,6,3,8,2,4,1,0,10,Noida,954.6,6139.01
1,7,2,24,2,6,2,0,3,3,1,1,11,Shimla,805.05,4143.89
0,0,2,24,3,4,3,0,2,2,0,0,12,Shimla,760.8,3844.76
4,11,2,24,2,7,0,0,0,0,0,0,3,Ratnagiri,945.0,11109.0
7,15,0,0,0,0,0,0,3,3,1,2,10,Mumbai,292.05,2393.51
4,5,1,24,2,1,2,2,3,5,0,0,6,Nagpur,273.0,2198.25
0,0,0,0,1,3,2,8,3,0,0,0,11,Dahej,183.0,717.75
3,15,2,24,1,5,2,2,2,10,0,0,7,Vadodara,578.25,2709.4
5,15,2,24,1,6,3,8,2,9,0,0,1,Noida,748.35,4726.2
3,9,2,24,3,6,0,0,3,10,0,0,3,Mumbai,1122.75,13455.3
2,1,0,0,1,3,0,0,0,0,0,0,8,Vadodara,139.5,532.88
0,0,0,0,2,2,3,5,0,0,1,0,8,Gurgaon,225.0,798.75
8,14,1,24,2,8,2,7,0,0,0,0,5,New Delhi,1122.0,6776.0
0,0,2,24,1,6,2,7,0,0,1,2,8,Gurgaon,573.0,3000.8
7,13,1,24,2,10,3,4,3,8,0,0,2,Dahej,1277.55,6345.76
8,10,1,24,1,7,1,6,0,0,0,0,3,Pune,621.0,6832.2
6,7,1,24,1,5,2,4,1,3,1,2,6,Kolkata,500.1,3150.75
4,5,1,24,2,2,1,5,2,6,0,0,1,Kolkata,362.4,2118.0
7,3,1,24,3,3,1,6,2,1,1,1,2,New Delhi,603.15,2822.05
0,0,0,0,1,3,3,6,2,10,0,0,11,Kolkata,213.0,1128.0
2,14,0,0,3,2,0,0,0,0,0,0,8,New Delhi,333.0,1198.5
1,9,1,24,1,10,3,0,2,7,0,0,4,Chennai,595.05,1620.3
1,11,2,24,0,0,1,3,2,1,1,3,9,Navi Mumbai,319.65,2746.17
7,4,1,24,2,5,0,0,1,2,1,3,9,Pune,690.9,7754.88
3,3,0,0,0,0,0,0,3,5,0,0,11,Ahmedabad,38.25,116.66
4,16,0,0,1,7,2,1,2,3,1,2,5,Mumbai,517.2,5462.04
4,2,0,0,1,0,0,0,3,4,1,3,3,Shimla,99.9,0.0
7,8,0,0,2,9,3,0,2,0,0,0,4,Chennai,936.0,3666.0
0,0,0,0,3,4,0,0,3,1,1,3,3,Navi Mumbai,611.1,6701.52
3,6,0,0,0,0,1,4,3,2,0,0,4,Mumbai,59.7,253.73
8,4,2,24,2,9,1,8,0,0,0,0,1,Ahmedabad,1122.0,5536.9
1,8,0,0,2,0,2,4,2,8,0,0,11,New Delhi,61.2,183.6
4,11,1,24,3,0,3,3,1,1,1,1,11,Ahmedabad,257.7,1042.54
4,7,2,24,0,0,3,8,2,3,1,1,6,Gurgaon,380.7,1713.01
1,13,2,24,2,4,2,8,2,1,0,0,11,Shimla,655.65,3133.94
7,5,2,24,0,0,3,3,2,10,1,0,8,New Delhi,345.75,1255.88
8,12,1,24,2,8,0,0,3,4,1,1,5,Kolkata,1080.9,7506.75
7,4,0,0,2,1,0,0,3,5,0,0,10,Dahej,171.0,666.75
0,0,2,24,0,0,2,7,0,0,0,0,3,Noida,258.0,1473.0
4,10,0,0,0,0,0,0,2,5,0,0,11,Nagpur,102.0,445.5
5,4,0,0,2,7,1,4,2,10,1,2,10,Chennai,756.0,2586.0
7,10,0,0,0,0,0,0,3,2,1,2,9,Mumbai,209.7,1549.42
6,4,0,0,3,9,1,6,2,0,1,3,8,Navi Mumbai,1354.5,16514.4
3,1,1,24,0,0,0,0,1,5,1,1,1,Dahej,143.25,548.81
6,7,0,0,2,10,1,6,0,0,1,2,7,Nagpur,1057.5,12594.0
4,10,2,24,0,0,3,1,3,10,1,3,12,Hyderabad,418.5,2276.5
7,0,0,0,0,0,0,0,1,5,1,3,12,Shimla,73.5,0.0
3,9,1,24,3,9,3,7,0,0,0,0,5,Dahej,1446.75,7225.6
2,16,1,24,3,1,0,0,3,10,0,0,5,Pune,351.0,3178.8
4,1,0,0,1,3,0,0,2,6,0,0,7,Vadodara,158.4,613.2
3,16,2,24,2,6,0,0,2,10,0,0,10,Chennai,888.0,3378.0
0,0,1,24,1,2,3,2,1,8,1,2,6,Nagpur,270.6,2173.65
7,0,1,24,0,0,1,1,2,8,0,0,3,Ahmedabad,130.2,493.35
4,13,2,24,3,10,1,7,3,6,1,1,8,Mumbai,1748.1,21709.92
8,16,2,24,0,0,3,0,1,3,0,0,2,Pune,507.6,5335.32
0,0,0,0,2,9,3,1,3,4,1,1,9,Dahej,855.9,4153.18
7,9,0,0,3,10,2,3,0,0,0,0,8,Dahej,1509.75,7553.2
2,16,0,0,1,9,2,8,3,4,1,1,2,Kolkata,561.9,3614.25
7,7,2,24,0,0,3,6,3,4,1,0,6,New Delhi,394.65,1475.92
5,12,0,0,1,5,3,5,0,0,0,0,8,Navi Mumbai,405.0,3924.0
6,14,0,0,0,0,1,0,2,9,0,0,8,Gurgaon,210.6,723.15
1,15,0,0,1,9,0,0,0,0,1,3,3,Chennai,506.25,1087.5
8,2,1,24,1,5,0,0,0,0,0,0,8,Mumbai,369.0,3427.2
8,14,2,24,2,3,0,0,2,2,1,3,2,Ahmedabad,810.3,3916.06
5,7,2,24,1,5,1,3,3,9,1,2,11,Chennai,606.15,1686.9
1,9,0,0,2,4,3,4,3,5,0,0,4,Nagpur,434.25,4327.65
4,9,0,0,3,0,3,5,1,5,0,0,2,Ratnagiri,132.0,753.0
0,0,1,24,2,1,3,6,2,7,1,3,5,Nagpur,336.3,2975.94
7,12,1,24,2,8,0,0,0,0,0,0,8,New Delhi,1017.0,5936.0
5,3,0,0,1,0,0,0,0,0,1,2,6,Vadodara,78.75,274.69
8,10,2,24,3,3,3,0,0,0,0,0,7,Ahmedabad,801.0,3867.7
8,14,2,24,0,0,2,3,3,9,1,2,4,Faridabad,563.4,2932.64
5,12,0,0,0,0,2,5,3,2,1,2,9,Ahmedabad,217.2,863.1
2,7,2,24,0,0,2,1,3,2,1,3,8,Chennai,328.2,534.6
0,0,2,24,3,7,3,3,3,4,1,0,3,Pune,1202.4,14506.68
7,3,2,24,3,2,3,4,0,0,0,0,6,Mumbai,569.25,6149.1
6,15,2,24,1,5,0,0,0,0,0,0,4,Shimla,643.5,3051.81
3,9,0,0,1,10,1,5,2,8,1,2,7,Ahmedabad,589.95,2770.24
5,9,0,0,3,7,3,3,1,5,0,0,2,Mumbai,1079.25,12881.1
7,7,1,24,1,3,3,4,2,3,1,2,11,Faridabad,441.45,2104.85
2,10,1,24,1,7,2,2,2,9,1,3,1,Kolkata,569.1,3668.25
3,11,0,0,0,0,3,8,2,9,1,1,6,Noida,190.35,1067.1
4,9,2,24,3,0,3,0,2,1,0,0,3,Mumbai,299.4,2468.85
2,7,0,0,3,6,0,0,3,9,0,0,3,Gurgaon,873.9,5137.19
5,8,1,24,3,5,3,0,0,0,0,0,3,Faridabad,873.0,5130.8
0,0,2,24,0,0,0,0,2,2,1,0,6,Ratnagiri,220.8,1663.2
0,0,0,0,1,1,3,5,0,0,1,2,7,Faridabad,135.0,360.75
8,16,1,24,3,1,0,0,3,10,1,3,9,Ratnagiri,634.5,7010.4
4,4,0,0,1,7,2,7,0,0,0,0,11,Kolkata,393.0,2347.5
4,2,1,24,2,4,1,4,2,8,1,1,1,Nagpur,539.7,5759.04
8,5,1,24,3,3,0,0,1,0,1,1,12,New Delhi,625.5,2978.5
1,8,1,24,3,1,1,7,1,6,0,0,12,Kolkata,289.2,1585.2
8,16,2,24,0,0,1,3,0,0,0,0,8,Shimla,513.0,2169.63
4,14,2,24,3,9,1,6,0,0,0,0,10,Kolkata,1575.0,11212.5
5,5,1,24,2,7,2,0,3,0,0,0,3,Ahmedabad,794.25,3832.6
8,16,2,24,0,0,0,0,1,6,0,0,9,Shimla,511.2,2157.46
8,7,0,0,2,7,1,6,1,2,0,0,12,Vadodara,776.4,3739.78
6,14,2,24,1,2,3,2,2,0,1,0,12,Pune,513.0,5406.6
6,6,1,24,2,4,0,0,1,1,1,3,6,Dahej,617.7,2914.54
5,15,1,24,0,0,1,2,0,0,0,0,1,Gurgaon,282.75,1101.94
0,0,0,0,0,0,0,0,1,7,1,3,3,Navi Mumbai,75.9,322.58
2,15,0,0,3,3,2,5,1,2,1,2,6,Shimla,549.9,2419.07
3,15,0,0,2,1,0,0,3,0,1,3,8,Faridabad,258.75,975.94
3,1,2,24,2,3,3,7,3,7,0,0,10,Dahej,580.95,2723.44
8,6,1,24,0,0,2,1,0,0,1,2,5,Dahej,267.0,1090.9
2,14,0,0,1,8,1,3,0,0,1,1,1,Mumbai,454.5,4607.1
0,0,0,0,0,0,1,4,2,7,0,0,5,Navi Mumbai,28.8,122.4
0,0,0,0,1,5,1,5,0,0,0,0,10,Shimla,240.0,479.55
2,6,1,24,1,0,2,0,0,0,0,0,1,Faridabad,135.0,360.75
1,16,0,0,0,0,0,0,3,8,1,0,2,Shimla,64.8,0.0
0,0,2,24,2,2,1,1,1,6,1,1,3,Noida,428.7,2561.55
2,10,0,0,0,0,3,1,0,0,1,2,7,Faridabad,99.0,254.55
1,14,0,0,3,1,0,0,0,0,0,0,9,Kolkata,166.5,849.0
2,7,2,24,2,7,3,1,1,0,0,0,2,Nagpur,886.5,10336.8
3,4,0,0,1,7,0,0,1,5,1,1,7,Dahej,370.5,1629.1
2,10,1,24,3,3,2,0,0,0,0,0,2,Dahej,558.0,2604.1
3,9,0,0,0,0,2,3,0,0,1,2,10,Dahej,123.75,465.94
5,1,2,24,2,0,2,3,0,0,0,0,7,Gurgaon,245.25,905.06
1,7,0,0,1,1,3,6,0,0,1,2,3,Ratnagiri,159.75,1037.44
4,9,2,24,1,0,0,0,0,0,1,0,1,Ahmedabad,297.0,1246.9
7,0,0,0,1,5,3,5,3,1,0,0,8,Pune,273.6,2204.4
3,7,1,24,0,0,2,2,1,10,1,0,3,Mumbai,179.25,1237.31
5,12,0,0,1,10,2,5,2,2,0,0,5,Navi Mumbai,619.8,6816.36
0,0,1,24,1,7,2,0,1,3,0,0,8,Kolkata,426.6,2599.5
6,4,1,24,3,5,0,0,1,9,0,0,8,Navi Mumbai,847.8,9825.96
7,0,2,24,3,7,0,0,1,2,0,0,7,Chennai,1163.4,5030.4
7,13,2,24,2,9,0,0,2,9,0,0,5,Shimla,1252.35,7167.64
2,4,2,24,2,2,3,2,2,1,0,0,5,Nagpur,434.4,4329.72
0,0,2,24,0,0,1,3,2,3,0,0,3,Faridabad,232.2,836.55
1,16,0,0,0,0,3,5,3,2,0,0,2,New Delhi,88.2,264.6
6,9,1,24,0,0,0,0,2,10,1,1,8,Ahmedabad,276.0,1137.7
8,1,1,24,3,2,0,0,3,2,1,0,11,Ahmedabad,403.2,1799.14
8,12,2,24,3,10,0,0,1,3,0,0,6,Shimla,1785.6,10772.41
7,10,0,0,2,5,0,0,0,0,1,2,5,Faridabad,652.5,3565.25
8,8,1,24,2,9,1,0,3,2,1,1,3,Mumbai,1091.7,13045.44
2,11,0,0,3,3,0,0,1,6,0,0,2,Faridabad,461.7,2235.47
7,7,2,24,3,5,3,2,1,1,1,1,9,Hyderabad,1042.95,7896.55
6,9,1,24,2,9,2,3,2,1,1,3,7,New Delhi,1127.4,6819.2
5,2,1,24,0,0,2,4,1,2,1,3,5,Shimla,224.4,414.5
1,1,2,24,3,4,2,6,3,10,1,3,9,Mumbai,897.75,10485.3
5,1,0,0,2,8,0,0,3,10,1,2,2,Navi Mumbai,812.25,9356.7
6,8,0,0,0,0,2,7,2,4,0,0,9,Nagpur,159.6,1035.9
0,0,2,24,2,8,3,6,1,2,1,3,7,Vadodara,1059.9,5213.98
5,5,1,24,0,0,0,0,3,9,1,3,1,Kolkata,264.15,1434.9
2,4,1,24,3,0,3,1,3,0,0,0,7,New Delhi,135.0,405.0
4,16,2,24,0,0,2,0,0,0,0,0,4,Noida,360.0,2115.0
8,10,0,0,1,4,1,4,3,9,0,0,9,Kolkata,404.4,2433.0
6,13,2,24,0,0,0,0,3,10,1,3,3,New Delhi,495.0,2117.5
2,4,1,24,0,0,1,0,3,6,1,3,10,Vadodara,215.1,854.17
8,15,0,0,0,0,0,0,2,7,0,0,7,Hyderabad,286.8,1317.6
1,10,0,0,0,0,1,1,2,0,0,0,3,Pune,25.5,108.38
8,10,1,24,2,5,1,6,2,2,0,0,10,Faridabad,760.8,4334.18
0,0,2,24,2,0,0,0,0,0,1,2,2,Hyderabad,261.0,1137.0
3,13,1,24,3,2,3,0,1,7,0,0,6,Navi Mumbai,474.15,4878.27
2,2,0,0,1,2,2,1,0,0,0,0,11,Noida,105.0,577.5
1,1,2,24,2,5,3,2,2,6,0,0,4,Kolkata,700.65,4654.88
0,0,1,24,1,8,2,3,1,7,0,0,1,Hyderabad,494.4,2959.6
1,11,1,24,2,9,1,0,2,1,1,2,3,Navi Mumbai,990.15,11704.98
6,15,0,0,2,5,0,0,0,0,0,0,5,New Delhi,652.5,3167.5
5,16,2,24,0,0,2,3,2,7,0,0,6,Faridabad,430.8,2036.16
8,13,0,0,1,8,3,0,0,0,1,1,11,Gurgaon,616.5,3309.65
5,14,0,0,1,8,2,2,1,1,1,3,4,Pune,598.2,6531.24
7,9,1,24,3,1,2,7,0,0,0,0,6,Mumbai,426.75,4224.15
4,13,2,24,1,9,0,0,3,5,0,0,7,Dahej,756.0,3633.7
5,7,0,0,1,6,0,0,1,10,1,3,3,Nagpur,428.25,4244.85
5,0,1,24,3,1,0,0,2,10,0,0,5,Gurgaon,267.0,1019.25
1,12,0,0,3,4,3,5,3,9,0,0,12,Shimla,644.4,3057.89
6,10,2,24,0,0,2,2,2,6,1,0,11,Ratnagiri,377.4,3543.12
0,0,2,24,0,0,3,3,1,8,1,3,12,Shimla,320.1,865.63
8,5,1,24,2,10,2,2,0,0,1,2,12,New Delhi,1155.0,7040.0
2,10,0,0,0,0,1,2,2,10,1,2,1,Mumbai,120.0,630.0
2,16,2,24,1,4,3,8,2,0,0,0,10,Mumbai,540.0,5763.0
4,14,1,24,2,3,1,7,1,7,1,3,6,Navi Mumbai,600.9,6566.88
3,2,2,24,3,3,3,0,1,9,1,1,12,Gurgaon,667.8,3673.88
8,16,1,24,0,0,3,5,1,2,0,0,7,Pune,443.4,4453.92
5,1,1,24,2,0,0,0,3,4,0,0,10,Navi Mumbai,133.65,769.91
1,12,1,24,0,0,3,4,1,2,1,2,12,Dahej,218.4,868.2
1,1,2,24,3,1,1,4,2,6,1,2,7,Ratnagiri,424.65,4195.17
5,2,0,0,1,10,3,7,0,0,0,0,10,New Delhi,535.5,2380.75
7,13,2,24,1,8,0,0,1,0,1,1,2,New Delhi,803.25,4226.0
5,1,1,24,2,5,1,1,2,7,0,0,2,Gurgaon,589.05,3114.75
6,8,1,24,2,2,0,0,1,1,0,0,10,Noida,397.2,2356.8
8,1,2,24,1,0,0,0,0,0,0,0,9,Noida,234.0,1329.0
0,0,0,0,1,9,1,8,2,0,0,0,1,Noida,429.0,2563.5
3,5,2,24,1,2,2,6,3,10,0,0,10,Mumbai,411.75,4017.15
1,2,2,24,3,2,2,5,1,10,1,0,7,Chennai,532.5,1245.0
1,6,0,0,2,7,0,0,0,0,1,2,2,Noida,688.5,4316.23
5,8,0,0,2,5,1,7,3,1,1,3,9,Kolkata,632.1,4140.75
3,9,1,24,2,6,3,2,1,8,1,2,12,Gurgaon,781.35,4480.09
1,11,2,24,2,3,3,4,0,0,1,0,7,Vadodara,546.75,2545.6
6,16,0,0,1,9,0,0,1,2,1,2,7,Nagpur,668.4,7457.88
8,16,0,0,3,8,3,5,1,0,0,0,12,New Delhi,1413.0,9104.0
8,7,1,24,3,7,2,3,0,0,0,0,3,Dahej,1197.0,5926.9
4,5,2,24,3,2,2,8,2,7,1,3,3,Navi Mumbai,663.3,7390.56
3,1,2,24,3,2,1,7,1,9,0,0,6,Navi Mumbai,524.55,5559.06
3,5,0,0,0,0,2,4,0,0,0,0,4,Shimla,57.75,0.0
6,14,1,24,3,7,3,7,3,7,1,2,1,Nagpur,1375.2,16787.64
5,0,1,24,2,6,0,0,2,5,0,0,11,Ahmedabad,660.0,3134.5
2,15,0,0,2,9,1,2,0,0,0,0,1,Gurgaon,883.5,5205.35
3,7,1,24,1,5,0,0,1,4,0,0,4,Mumbai,385.05,3648.69
0,0,0,0,1,5,3,6,2,4,1,1,7,Navi Mumbai,311.1,2628.18
1,6,0,0,0,0,3,2,3,2,1,1,4,Chennai,61.2,0.0
0,0,2,24,1,9,0,0,3,6,1,2,10,Vadodara,687.6,3278.02
3,9,1,24,2,5,2,2,3,4,1,3,10,Gurgaon,712.65,3992.31
8,10,0,0,1,0,0,0,0,0,1,3,12,Faridabad,247.5,916.88
1,11,1,24,0,0,0,0,0,0,0,0,6,Gurgaon,132.75,354.11
1,0,0,0,0,0,3,4,2,6,1,0,1,Nagpur,50.4,214.2
0,0,0,0,2,9,2,3,3,1,1,0,1,Mumbai,831.6,9612.12
6,6,1,24,1,8,2,7,2,1,1,0,12,Mumbai,593.4,6467.88
0,0,1,24,3,2,0,0,3,5,0,0,6,Faridabad,396.0,1811.7
8,12,1,24,1,3,1,7,3,9,1,1,11,Shimla,534.9,2317.67
5,9,1,24,0,0,1,0,3,8,0,0,9,Navi Mumbai,238.05,1840.01
3,6,1,24,1,2,0,0,1,5,1,3,2,Vadodara,312.0,1324.9
2,5,2,24,3,2,1,2,0,0,1,3,5,Vadodara,582.0,2728.9
6,8,1,24,3,4,2,8,2,4,0,0,1,Gurgaon,813.6,4709.06
7,11,2,24,1,3,3,7,1,7,0,0,10,Nagpur,595.65,6497.58
5,10,1,24,0,0,2,0,1,1,0,0,9,Noida,221.7,1255.2
5,5,0,0,3,10,2,6,2,3,0,0,7,Dahej,1449.45,7239.64
4,1,1,24,1,5,0,0,2,4,0,0,10,Gurgaon,351.6,1525.32
5,5,2,24,0,0,3,5,2,9,0,0,4,Kolkata,338.85,1941.38
8,13,1,24,3,3,1,8,2,8,1,1,10,Faridabad,812.7,4702.67
1,3,1,24,0,0,1,3,3,1,0,0,11,Dahej,127.35,481.24
7,4,2,24,3,9,2,5,0,0,0,0,12,Chennai,1524.0,7194.0
0,0,1,24,0,0,2,6,2,1,0,0,1,Faridabad,146.4,394.38
8,7,0,0,2,8,3,2,1,4,1,2,10,Dahej,913.8,4454.26
6,5,2,24,0,0,2,0,1,2,0,0,1,Hyderabad,285.9,1311.3
5,10,2,24,3,3,1,7,1,4,1,0,4,Chennai,759.3,2605.8
8,8,2,24,0,0,3,1,1,10,0,0,10,Navi Mumbai,381.0,3592.8
0,0,2,24,3,3,2,6,0,0,1,0,3,Ahmedabad,657.0,3118.9
3,16,2,24,1,7,1,4,0,0,1,1,6,Ahmedabad,673.5,3204.7
7,10,1,24,0,0,1,3,3,1,1,3,5,Faridabad,345.6,1486.62
8,9,1,24,0,0,0,0,3,0,1,2,5,Vadodara,315.0,1340.5
2,15,2,24,2,3,3,8,0,0,1,1,3,Nagpur,648.0,7188.6
2,7,0,0,3,3,1,3,0,0,1,1,6,Noida,468.0,2817.0
3,7,0,0,3,4,3,2,1,1,1,3,6,Ahmedabad,673.95,3207.04
5,10,0,0,3,4,3,7,1,7,0,0,6,Chennai,723.9,2393.4
6,14,0,0,0,0,0,0,1,1,0,0,10,Shimla,190.2,271.88
7,9,2,24,3,10,1,8,0,0,0,0,4,Kolkata,1731.75,12388.12
7,12,2,24,3,4,3,4,3,10,1,0,6,Noida,1017.0,6566.45
6,6,0,0,3,1,1,2,1,9,0,0,9,Nagpur,232.8,1786.2
3,2,2,24,2,3,0,0,2,5,0,0,12,Ratnagiri,511.5,5386.8
5,3,2,24,3,2,2,4,2,6,1,3,9,Ratnagiri,625.65,6893.58
1,1,2,24,0,0,2,8,1,4,1,2,3,Mumbai,316.05,2696.49
5,4,1,24,1,6,0,0,1,5,0,0,6,Ahmedabad,429.0,1933.3
8,10,0,0,1,10,0,0,2,7,0,0,3,Pune,646.8,7172.76
8,1,2,24,2,4,2,5,1,10,0,0,12,Pune,636.0,7030.2
6,0,1,24,3,6,3,4,2,3,1,1,5,Kolkata,983.7,6777.75
0,0,2,24,2,2,2,1,0,0,1,0,5,Gurgaon,402.0,1850.4
1,16,1,24,3,9,2,0,1,5,0,0,12,Vadodara,1365.0,6800.5
7,16,1,24,2,1,2,2,0,0,1,3,4,Chennai,529.5,1227.0
2,13,2,24,3,0,3,3,1,10,0,0,5,Hyderabad,313.5,1504.5
8,6,0,0,3,3,2,6,3,6,0,0,4,Hyderabad,570.6,3645.4
4,1,2,24,1,2,2,2,2,5,0,0,9,Pune,339.0,3013.2
7,2,0,0,0,0,0,0,3,9,0,0,11,Dahej,63.9,211.57
6,6,1,24,3,6,1,3,1,0,0,0,4,Pune,1008.0,11940.6
6,4,1,24,3,10,0,0,0,0,1,3,6,Navi Mumbai,1579.5,19484.4
0,0,2,24,0,0,2,2,3,4,0,0,8,Kolkata,242.4,1304.4
8,0,0,0,0,0,3,4,0,0,0,0,8,Ratnagiri,36.0,153.0
3,3,0,0,2,0,2,6,2,2,0,0,11,Navi Mumbai,61.05,259.46
8,15,2,24,2,7,0,0,0,0,1,1,9,Pune,1138.5,13663.2
3,16,0,0,3,6,1,4,3,6,0,0,10,Mumbai,951.6,11196.12
3,16,1,24,2,8,2,2,0,0,0,0,5,Vadodara,948.0,4632.1
7,11,1,24,1,9,1,6,2,5,1,0,8,Noida,716.25,4506.31
1,9,1,24,1,1,0,0,2,1,0,0,8,Nagpur,175.65,1200.41
4,16,2,24,0,0,3,4,2,4,0,0,8,Noida,405.6,2411.4
1,11,0,0,1,0,1,6,1,10,1,1,3,Gurgaon,77.25,190.39
1,12,1,24,1,6,2,7,2,6,1,3,1,Navi Mumbai,528.9,5616.48
6,12,1,24,0,0,0,0,3,9,0,0,1,Ratnagiri,302.4,2508.12
3,5,0,0,0,0,3,3,1,9,1,3,1,Ahmedabad,139.05,530.96
1,10,2,24,2,9,0,0,2,3,1,3,12,Nagpur,1123.2,13461.24
0,0,2,24,2,2,2,6,2,0,0,0,9,Noida,432.0,2583.0
3,9,0,0,0,0,2,6,0,0,0,0,8,Ahmedabad,96.75,351.19
5,11,1,24,2,1,2,5,0,0,1,0,6,Gurgaon,351.75,1526.29
4,1,1,24,1,3,2,6,0,0,1,3,9,Hyderabad,355.5,1798.5
8,3,2,24,0,0,2,0,0,0,0,0,6,Navi Mumbai,270.0,2167.5
